"","Report Name","Document comment Annotator 1","Document comment Annotator 2","Document-level expert adjudication requested by at least 1 annotator","Expert ID 1.g1","Expert ID 2.g1","Expert document comment.g1","started.g1","ended.g1","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","row_expert_requested_by_at_least_one_annotator_or_disagreement","Value correct (Yes/No) Ann 1","Value corrected Ann 1","Corrected page Ann 1","Value correct (Yes/No) Ann 2","Value corrected Ann 2","Corrected page Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Unit correct (Yes/No) Ann 1","Unit corrected Ann 1","Unit correct (Yes/No) Ann 2","Unit corrected Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Comment Ann1","Comment Ann2","Page corrected (fill in if necessary).g1","Expert comment.g1","Unclear record (Yes/No).g1","true_value.g1","true_unit.g1","true_page.g1","Expert ID 1.g2","Expert ID 2.g2","Expert document comment.g2","started.g2","ended.g2","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Page corrected (fill in if necessary).g2","Expert comment.g2","Unclear record (Yes/No).g2","true_value.g2","true_unit.g2","true_page.g2","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page","at_least_one_group_flagged_unclear","Value Ann 1","Value Ann 2","Unit Ann 1","Unit Ann 2","row_disagreement_value_unit_page_or_unclear"
"72","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","327",NA,2018,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"73","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","328","39",2019,"2lb",17038,"CO2-eq t","Yes","Yes",NA,NA,"No",10347,NA,"Ann1",NA,NA,"Yes",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",17038,"CO2-eq t","39","13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",17038,"CO2-eq t","39",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,17038,10347,"CO2-eq t","CO2-eq t",FALSE
"74","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","329","39",2020,"2lb",20885,"CO2-eq t","Yes","Yes",NA,NA,"No",12296,NA,"Ann1",NA,NA,"Yes",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",20885,"CO2-eq t","39","13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",20885,"CO2-eq t","39",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,20885,12296,"CO2-eq t","CO2-eq t",FALSE
"75","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","330","39",2021,"2lb",23503,"CO2-eq t","Yes","Yes",NA,NA,"No",1168,NA,"Ann1",NA,NA,"Yes",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",23503,"CO2-eq t","39","13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",23503,"CO2-eq t","39",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,23503,1168,"CO2-eq t","CO2-eq t",FALSE
"76","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","331",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"77","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","332",NA,2013,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"78","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","333",NA,2014,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"79","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","334",NA,2015,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"80","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","335",NA,2016,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"81","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","336",NA,2017,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"82","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","337",NA,2018,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"83","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","338",NA,2019,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"84","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","339",NA,2020,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"85","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","340",NA,2021,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"86","varta ag_2021_report.pdf","We ignored the following description during annotation, judging that it is not relevant (p. 40): Some minor non-production facilities have been excluded from the inventory boundary over the reporting period FY19-21, due to lack of data. For FY19, there is no emission data for the refrigerants from the production sites Brasov  and Batam.",NA,"Yes","11.0","14.0","we concur with the annotator comment that missing data for the mentioned production facilities can be ignored","16:20:59","16:28:00","341",NA,2022,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","we consider the missing values for facilities minor, yet it is important to note and take into account for the development","15:22:00","15:29:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"87","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","970",NA,2013,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"88","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","971",NA,2014,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"89","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","972",NA,2015,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"90","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","973",NA,2016,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"91","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","974",NA,2017,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"92","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","975",NA,2018,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"93","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","976",NA,2019,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"94","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","977","31",2020,"1",3,"thousand t-CO2","Yes","Yes",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"Yes",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",3,"thousand t-CO2","31","12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,"Ann1",NA,NA,NA,NA,"No",NA,"thousand t-CO2",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,3,"thousand t-CO2","thousand t-CO2",TRUE
"95","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","978","31",2021,"1",3.1,"thousand t-CO2","Yes","Yes",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"Yes",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",3.1,"thousand t-CO2","31","12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,"Ann1",NA,NA,NA,NA,"No",NA,"thousand t-CO2",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.1,3.1,"thousand t-CO2","thousand t-CO2",TRUE
"96","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","979",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"97","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","980",NA,2013,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"98","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","981",NA,2014,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"99","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","982",NA,2015,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"100","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","983",NA,2016,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"101","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","984",NA,2017,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"102","toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"Yes","11.0","14.0","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","16:11:00","16:18:59","985",NA,2018,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"12.0","13.0","There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","15:54:00","16:10:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
