"report_name","document_comment_1","document_comment_2","document_expert_requested_by_at_least_one_annotator","row_expert_requested_by_at_least_one_annotator_or_disagreement","ID","page_used","llm_year","llm_scope","llm_value","value_correct_1","value_correct_2","corrected_value_1","corrected_value_2","llm_unit","unit_correct_1","unit_correct_2","corrected_unit_1","corrected_unit_2","corrected_page_1","corrected_page_2","comment_1","comment_2"
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","563",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","564",NA,2016,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","565","27",2017,"1",81077,"Yes","Yes",NA,NA,"metric tons CO2 equivalents","Yes","Yes",NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","566","26",2018,"1",470,"No","No",NA,NA,"metric tons CO2 equivalents per CHF million revenu","No","No",NA,NA,"27","27",NA,"Refers to ""Water intensity"""
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","567","27",2018,"1",109577,"Yes","Yes",NA,NA,"metric tons CO2 equivalents","Yes","Yes",NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","568","26",2019,"1",441.1,"No","No",NA,NA,"metric tons CO2 equivalents per CHF million revenu","No","No",NA,NA,"27","27",NA,"Refers to ""Water intensity"""
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","569","27",2019,"1",116274,"Yes","Yes",NA,NA,"metric tons CO2 equivalents","Yes","Yes",NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","570",NA,2020,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","571",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","572",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","573",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","574",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","575",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","576",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","577",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","578","26",2018,"2mb",165.6,"No","No",NA,NA,"metric tons CO2 equivalents per CHF million revenu","No","No",NA,NA,NA,NA,NA,"Refers to: CO2 emissions intensity (metric tons CO2 equivalents per CHF million revenue)"
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","579","26",2019,"2mb",160.5,"No","No",NA,NA,"metric tons CO2 equivalents per CHF million revenu","No","No",NA,NA,NA,NA,NA,"Refers to: CO2 emissions intensity (metric tons CO2 equivalents per CHF million revenue)"
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","580",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","581",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","582",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","583",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","584",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","585",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","586",NA,2016,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","587","27",2017,"2lb",235014,"Yes","Yes",NA,NA,"metric tons CO2 equivalents","Yes","Yes",NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","588","27",2018,"2lb",256550,"Yes","Yes",NA,NA,"metric tons CO2 equivalents","Yes","Yes",NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","589","27",2019,"2lb",264287,"Yes","Yes",NA,NA,"metric tons CO2 equivalents","Yes","Yes",NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","590",NA,2020,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","591",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","592",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","593",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","594",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","595",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","596",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","597",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","598",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","599",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","600",NA,2020,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","601",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoneum holding_2019_report.pdf","p 27 important footnote i dont understand and that determiens whether emissions are correct: Emission factor sources: ecoinvent, IEA and Defra.",NA,"Yes","No","602",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","281",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","282",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","283",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","284",NA,2016,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","285",NA,2017,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","286",NA,2018,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","287","34",2019,"1",772607,"Yes","Yes",NA,NA,"kg CO₂e","Yes","Yes",NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","288","34",2020,"1",694329,"Yes","Yes",NA,NA,"kg CO₂e","Yes","Yes",NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","289",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","290",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","291",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","292",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","293",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","294",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","295",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","296",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","297",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","298",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","299",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","300",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","301",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","302",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","303",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","304",NA,2016,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","305",NA,2017,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","306",NA,2018,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","307",NA,2019,"2lb",NA,"No","No",1361302,1361302,NA,"No","No","Kg CO2e","kg CO2e","34","34",NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","308","34",2020,"2lb",1086109,"Yes","Yes",NA,NA,"kg CO₂e","Yes","Yes",NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","309",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","310",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","311",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","312",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","313",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","314",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","315",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","316",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","317",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","Yes","318","35",2020,"3",20958,"No","No",NA,NA,"kg CO2e","No","No",NA,NA,NA,NA,NA,"no year reported for the Scope 3 values on p.34 thus i dont know if correct values exists"
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","319",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","Yes","No","320",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","165",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","166",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","167",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","168",NA,2016,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","169",NA,2017,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","170",NA,2018,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","171",NA,2019,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","172",NA,2020,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","173",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","174",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","175",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","176",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","177",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","178",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","179",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","180",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","181",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","182",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banco bpm_2019_report.pdf","No data on emissions whatsoever reported",NA,"No","No","183",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
