"Report Name","Document comment Annotator 1","Document comment Annotator 2","Expert document comment.g1","Expert document comment.g2","Document-level expert adjudication requested by at least 1 annotator","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","Value Ann 1","Value Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit Ann 1","Unit Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Corrected page Ann 1","Corrected page Ann 2","Page corrected (fill in if necessary).g1","Page corrected (fill in if necessary).g2","Comment Ann1","Comment Ann2","Expert comment.g1","Expert comment.g2","Unclear record (Yes/No).g1","Unclear record (Yes/No).g2","row_disagreement_value_unit_page_or_unclear","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page"
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","494","126",2020,"1",0,"t CO2 eq.",NA,NA,"Ann1",NA,NA,"Ann2",NA,"2. WV: Extracted value is not related to the whole company",NA,NA,"Ann1",NA,NA,"Ann2",NA,"2. WV: Extracted value is not related to the whole company",NA,NA,NA,NA,"Only Spain","the value is ""accidentally"" correct. (see page 142) but sure what to check here",NA,"We agree with the comment that accidently the value was extracted correctly. But the one on p. 126 is false because it does not concern the whole compay","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","x_142_2020_1",NA,2020,"1",NA,NA,NA,0,"Ann2",NA,NA,"Ann2",NA,NA,NA,"tCO2e","Ann2",NA,NA,"Ann2",NA,NA,NA,"142.0",NA,NA,NA,"can the emissions be 0??","Annotator 2 should have corrected in line 21","Again, why the additional row? On the comment: it is plausible that a fund can have 0  scope 1 emissions as they dont operate a lot of energy intensive things themselves","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","495","125",2021,"1",7.31,"t CO2eq",7.31,7.31,NA,NA,NA,NA,NA,NA,"t CO2eq","t CO2eq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","x_142_2021_1",NA,2021,"1",NA,NA,NA,7.31,"Ann2",NA,NA,"Ann2",NA,NA,NA,"tCO2e","Ann2",NA,NA,"Ann2",NA,NA,NA,"142.0",NA,NA,NA,NA,"Annotator 2 should have corrected in line 23",NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","496",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","497",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","498",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","499",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","500",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","501",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","502",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","503",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","504",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","505","125",2021,"2mb",30.39,"t CO2eq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not specified so should be location-based",NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","506",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","507",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","508",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","509",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","510",NA,2016,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","511",NA,2017,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","512",NA,2018,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","513",NA,2019,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","x_142_2019_2lb",NA,2019,"2lb",NA,NA,NA,436.43,"Ann2",NA,NA,"Ann2",NA,NA,NA,"tCO2e","Ann2",NA,NA,"Ann2",NA,NA,NA,"142.0",NA,NA,NA,NA,"Annotator 2 should have corrected in line 42",NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","514",NA,2020,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","x_142_2020_2lb",NA,2020,"2lb",NA,NA,NA,91.69,"Ann2",NA,NA,"Ann2",NA,NA,NA,"tCO2e","Ann2",NA,NA,"Ann2",NA,NA,NA,"142.0",NA,NA,NA,NA,"Annotator 2 should have corrected in line 44",NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","515","125",2021,"2lb",0,"t CO2eq (for Spain, London, Luxembourg, Zurich, Po",NA,30.39,"Neither",NA,NA,NA,NA,NA,NA,"t CO2eq","Neither","tCO2e",NA,NA,NA,NA,"125",NA,NA,NA,NA,"took irrelevant text in addition to correct unit",NA,NA,"No","No",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","x_125_2021_2lb",NA,2021,"2lb",NA,NA,30.39,NA,"Ann1",NA,NA,"Ann1",NA,NA,"t CO2 eq",NA,"Ann1",NA,NA,"Ann1",NA,NA,"125",NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","x_142_2021_2lb",NA,2021,"2lb",NA,NA,NA,30.39,"Ann2",NA,NA,"Ann2",NA,NA,NA,"tCO2e","Ann2",NA,NA,"Ann2",NA,NA,NA,"142.0",NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","516",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","517",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","518",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","519",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","520",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","521",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","522",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","523",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","524","126",2020,"3",393.82,"t CO2 eq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","525",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"allfunds group_2021_report.pdf",NA,NA,NA,"we wonder why there were so many rows added as the correct values and pages could have been filled into the existing ones in many cases","No","526",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","281",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","282",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","283",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","284",NA,2016,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","285",NA,2017,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","286",NA,2018,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","287","34",2019,"1",772607,"kg CO₂e",772607,772607,NA,NA,NA,NA,NA,NA,"kg CO₂e","kg CO₂e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","288","34",2020,"1",694329,"kg CO₂e",694329,694329,NA,NA,NA,NA,NA,NA,"kg CO₂e","kg CO₂e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","289",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","290",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","291",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","292",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","293",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","294",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","295",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","296",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","297",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"balanced commercial property trust_2020_report.pdf",NA,"p.34 is that the whole company: ? Data collected from properties where there is Company- procured energy was used to calculate emissions, reported here on a located-based methodology as kilograms of carbon dioxide equivalent (kg CO2e).","yes,  company procured energy should cover all energy consumed by the company itself (i.e. scope 1 and 2)","Would accept the values as they are not explicitly limited to a specific part of the company or its emissions","Yes","298",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
